126	ISW-_E_00001_SE_01_T_04_DF_01	w70	jetzt	jetzt	jetzt	B-TIME
127	ISW-_E_00001_SE_01_T_04_DF_01	?	NONE	NONE	NONE	NONE
128	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
129	ISW-_E_00001_SE_01_T_04_DF_01	AA	NONE	NONE	NONE	NONE
130	ISW-_E_00001_SE_01_T_04_DF_01	w71	Gar	Gar	gar	NONE
131	ISW-_E_00001_SE_01_T_04_DF_01	w72	nichts	nichts	nichts	NONE
132	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
133	ISW-_E_00001_SE_01_T_04_DF_01	w73	Ich	Ich	ich	NONE
134	ISW-_E_00001_SE_01_T_04_DF_01	w74	will	will	wollen	NONE
135	ISW-_E_00001_SE_01_T_04_DF_01	w75	vor	vor	vor	NONE
136	ISW-_E_00001_SE_01_T_04_DF_01	w76	allen	allen	alle	NONE
137	ISW-_E_00001_SE_01_T_04_DF_01	w77	Dingen	Dingen	Ding	NONE
138	ISW-_E_00001_SE_01_T_04_DF_01	w78	nicht	nicht	nicht	NONE
139	ISW-_E_00001_SE_01_T_04_DF_01	w79	stören	stören	stören	NONE
140	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
141	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
142	ISW-_E_00001_SE_01_T_04_DF_01	MA	NONE	NONE	NONE	NONE
143	ISW-_E_00001_SE_01_T_04_DF_01	w80	Na	Na	na	NONE
144	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
145	ISW-_E_00001_SE_01_T_04_DF_01	w81	du	du	du	NONE
146	ISW-_E_00001_SE_01_T_04_DF_01	w82	störst	störst	stören	NONE
147	ISW-_E_00001_SE_01_T_04_DF_01	w83	nicht	nicht	nicht	NONE
148	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
149	ISW-_E_00001_SE_01_T_04_DF_01	w84	Vielleicht	Vielleicht	vielleicht	NONE
150	ISW-_E_00001_SE_01_T_04_DF_01	w85	wollen	wollen	wollen	NONE
151	ISW-_E_00001_SE_01_T_04_DF_01	w86	sie	sie	sie	NONE
152	ISW-_E_00001_SE_01_T_04_DF_01	w87	von	von	von	NONE
153	ISW-_E_00001_SE_01_T_04_DF_01	w88	dir	dir	du	NONE
154	ISW-_E_00001_SE_01_T_04_DF_01	w89	auch	auch	auch	NONE
155	ISW-_E_00001_SE_01_T_04_DF_01	w90	was	was	was	NONE
156	ISW-_E_00001_SE_01_T_04_DF_01	w91	wissen	wissen	wissen	NONE
157	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
158	ISW-_E_00001_SE_01_T_04_DF_01	(--)	NONE	NONE	NONE	NONE
159	ISW-_E_00001_SE_01_T_04_DF_01	w92	Könnt	Könnt	können	NONE
160	ISW-_E_00001_SE_01_T_04_DF_01	w93	ja	ja	ja	NONE
161	ISW-_E_00001_SE_01_T_04_DF_01	w94	sein	sein	sein	NONE
162	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
163	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
164	ISW-_E_00001_SE_01_T_04_DF_01	ML	NONE	NONE	NONE	NONE
165	ISW-_E_00001_SE_01_T_04_DF_01	(	NONE	NONE	NONE	NONE
166	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
167	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
168	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
169	ISW-_E_00001_SE_01_T_04_DF_01	)	NONE	NONE	NONE	NONE
170	ISW-_E_00001_SE_01_T_04_DF_01	w95	Darf	Darf	Darf	NONE
171	ISW-_E_00001_SE_01_T_04_DF_01	w96	ich	ich	ich	NONE
172	ISW-_E_00001_SE_01_T_04_DF_01	w97	fragen	fragen	fragen	NONE
173	ISW-_E_00001_SE_01_T_04_DF_01	:	NONE	NONE	NONE	NONE
174	ISW-_E_00001_SE_01_T_04_DF_01	w98	Sprechen	Sprechen	sprechen	NONE
175	ISW-_E_00001_SE_01_T_04_DF_01	w99	Sie	Sie	Sie	NONE
176	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
177	ISW-_E_00001_SE_01_T_04_DF_01	w100	generell	generell	generell	NONE
178	ISW-_E_00001_SE_01_T_04_DF_01	w101	Deutsch	Deutsch	deutsch	B-LAN
179	ISW-_E_00001_SE_01_T_04_DF_01	?	NONE	NONE	NONE	NONE
180	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
181	ISW-_E_00001_SE_01_T_04_DF_01	MA	NONE	NONE	NONE	NONE
182	ISW-_E_00001_SE_01_T_04_DF_01	w102	Das	Das	die	NONE
183	ISW-_E_00001_SE_01_T_04_DF_01	w103	ist	ist	sein	NONE
184	ISW-_E_00001_SE_01_T_04_DF_01	w104	eine	eine	eine	NONE
185	ISW-_E_00001_SE_01_T_04_DF_01	w105	sehr	sehr	sehr	NONE
186	ISW-_E_00001_SE_01_T_04_DF_01	w106	große	große	groß	NONE
187	ISW-_E_00001_SE_01_T_04_DF_01	w107	Frage	Frage	Frage	NONE
188	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
189	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
190	ISW-_E_00001_SE_01_T_04_DF_01	w108	Wirklich	Wirklich	wirklich	NONE
191	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
192	ISW-_E_00001_SE_01_T_04_DF_01	w109	Denn	Denn	denn	NONE
193	ISW-_E_00001_SE_01_T_04_DF_01	w110	meine	meine	mein	NONE
194	ISW-_E_00001_SE_01_T_04_DF_01	w111	Freundin	Freundin	Freundin	NONE
195	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
196	ISW-_E_00001_SE_01_T_04_DF_01	w112	die	die	die	NONE
197	ISW-_E_00001_SE_01_T_04_DF_01	w113	ich	ich	ich	NONE
198	ISW-_E_00001_SE_01_T_04_DF_01	w114	vorher	vorher	vorher	B-TIME
199	ISW-_E_00001_SE_01_T_04_DF_01	w115	kurz	kurz	kurz	NONE
200	ISW-_E_00001_SE_01_T_04_DF_01	w116	erwähnt	erwähnt	erwähnen	NONE
201	ISW-_E_00001_SE_01_T_04_DF_01	w117	hab	hab	haben	NONE
202	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
203	ISW-_E_00001_SE_01_T_04_DF_01	w118	die	die	die	NONE
204	ISW-_E_00001_SE_01_T_04_DF_01	w119	Gerda	Gerda	Gerda	B-PER
205	ISW-_E_00001_SE_01_T_04_DF_01	w120	Eckart	Eckart	Eckart	I-PER
206	ISW-_E_00001_SE_01_T_04_DF_01	w121	in	in	in	NONE
207	ISW-_E_00001_SE_01_T_04_DF_01	w122	Wien	Wien	Wien	B-GPE
208	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
209	ISW-_E_00001_SE_01_T_04_DF_01	(	NONE	NONE	NONE	NONE
210	ISW-_E_00001_SE_01_T_04_DF_01	w123	LACHT	LACHT	LACHT	NONE
211	ISW-_E_00001_SE_01_T_04_DF_01	)	NONE	NONE	NONE	NONE
212	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
213	ISW-_E_00001_SE_01_T_04_DF_01	w124	die	die	die	NONE
214	ISW-_E_00001_SE_01_T_04_DF_01	w125	kennt	kennt	kennen	NONE
215	ISW-_E_00001_SE_01_T_04_DF_01	w126	mich	mich	ich	NONE
216	ISW-_E_00001_SE_01_T_04_DF_01	w127	also	also	also	NONE
217	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
218	ISW-_E_00001_SE_01_T_04_DF_01	w128	mei	mei	mei	NONE
219	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
220	ISW-_E_00001_SE_01_T_04_DF_01	w129	seit	seit	seit	NONE
221	ISW-_E_00001_SE_01_T_04_DF_01	w130	meines	meines	mein	NONE
222	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
223	ISW-_E_00001_SE_01_T_04_DF_01	w131	sechsten	sechsten	sechst	B-AGE
224	ISW-_E_00001_SE_01_T_04_DF_01	w132	Lebensjahr	Lebensjahr	Lebensjahr	I-AGE
225	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
226	ISW-_E_00001_SE_01_T_04_DF_01	w133	und	und	und	NONE
227	ISW-_E_00001_SE_01_T_04_DF_01	w134	ich	ich	ich	NONE
228	ISW-_E_00001_SE_01_T_04_DF_01	w135	sie	sie	sie	NONE
229	ISW-_E_00001_SE_01_T_04_DF_01	w136	auch	auch	auch	NONE
230	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
231	ISW-_E_00001_SE_01_T_04_DF_01	(--)	NONE	NONE	NONE	NONE
232	ISW-_E_00001_SE_01_T_04_DF_01	w137	Die	Die	die	NONE
233	ISW-_E_00001_SE_01_T_04_DF_01	w138	sagt	sagt	sagen	NONE
234	ISW-_E_00001_SE_01_T_04_DF_01	:	NONE	NONE	NONE	NONE
235	ISW-_E_00001_SE_01_T_04_DF_01	""""""""""	NONE	NONE	NONE	NONE
236	ISW-_E_00001_SE_01_T_04_DF_01	w139	Du	Du	du	NONE
237	ISW-_E_00001_SE_01_T_04_DF_01	w140	hast	hast	haben	NONE
238	ISW-_E_00001_SE_01_T_04_DF_01	w141	ja	ja	ja	NONE
239	ISW-_E_00001_SE_01_T_04_DF_01	w142	keine	keine	keine	NONE
240	ISW-_E_00001_SE_01_T_04_DF_01	w143	Ahnung	Ahnung	Ahnung	NONE
241	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
242	ISW-_E_00001_SE_01_T_04_DF_01	w144	was	was	was	NONE
243	ISW-_E_00001_SE_01_T_04_DF_01	w145	ihr	ihr	ihr	NONE
244	ISW-_E_00001_SE_01_T_04_DF_01	w146	für	für	für	NONE
245	ISW-_E_00001_SE_01_T_04_DF_01	w147	ein	ein	eine	NONE
246	ISW-_E_00001_SE_01_T_04_DF_01	w148	Kauder	Kauder	Kauder	NONE
247	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
248	ISW-_E_00001_SE_01_T_04_DF_01	""""""""""	NONE	NONE	NONE	NONE
249	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
250	ISW-_E_00001_SE_01_T_04_DF_01	w149	die	die	die	NONE
251	ISW-_E_00001_SE_01_T_04_DF_01	w150	ist	ist	sein	NONE
252	ISW-_E_00001_SE_01_T_04_DF_01	w151	nämlich	nämlich	nämlich	NONE
253	ISW-_E_00001_SE_01_T_04_DF_01	w152	öfters	öfters	öfters	NONE
254	ISW-_E_00001_SE_01_T_04_DF_01	w153	hier	hier	hier	NONE
255	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
256	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
257	ISW-_E_00001_SE_01_T_04_DF_01	w154	Die	Die	die	NONE
258	ISW-_E_00001_SE_01_T_04_DF_01	w155	kommt	kommt	kommen	NONE
259	ISW-_E_00001_SE_01_T_04_DF_01	w156	mich	mich	ich	NONE
260	ISW-_E_00001_SE_01_T_04_DF_01	w157	öfters	öfters	öfters	NONE
261	ISW-_E_00001_SE_01_T_04_DF_01	w158	besuchen	besuchen	besuchen	NONE
262	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
263	ISW-_E_00001_SE_01_T_04_DF_01	""""""""""	NONE	NONE	NONE	NONE
264	ISW-_E_00001_SE_01_T_04_DF_01	w159	Ihr	Ihr	ihr	NONE
265	ISW-_E_00001_SE_01_T_04_DF_01	w160	redts	redts	redts	NONE
266	ISW-_E_00001_SE_01_T_04_DF_01	w161	ja	ja	ja	NONE
267	ISW-_E_00001_SE_01_T_04_DF_01	w162	ein	ein	eine	NONE
268	ISW-_E_00001_SE_01_T_04_DF_01	w163	Kauderwelsch	Kauderwelsch	Kauderwelsch	NONE
269	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
270	ISW-_E_00001_SE_01_T_04_DF_01	w164	Das	Das	die	NONE
271	ISW-_E_00001_SE_01_T_04_DF_01	w165	ist	ist	sein	NONE
272	ISW-_E_00001_SE_01_T_04_DF_01	w166	ja	ja	ja	NONE
273	ISW-_E_00001_SE_01_T_04_DF_01	w167	schrecklich	schrecklich	schrecklich	NONE
274	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
275	ISW-_E_00001_SE_01_T_04_DF_01	""""""""""	NONE	NONE	NONE	NONE
276	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
277	ISW-_E_00001_SE_01_T_04_DF_01	w168	Wir	Wir	wir	NONE
278	ISW-_E_00001_SE_01_T_04_DF_01	w169	merken	merken	merken	NONE
279	ISW-_E_00001_SE_01_T_04_DF_01	w170	es	es	es	NONE
280	ISW-_E_00001_SE_01_T_04_DF_01	w171	nicht	nicht	nicht	NONE
281	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
282	ISW-_E_00001_SE_01_T_04_DF_01	w172	Wir	Wir	wir	NONE
283	ISW-_E_00001_SE_01_T_04_DF_01	w173	merken	merken	merken	NONE
284	ISW-_E_00001_SE_01_T_04_DF_01	w174	es	es	es	NONE
285	ISW-_E_00001_SE_01_T_04_DF_01	w175	nicht	nicht	nicht	NONE
286	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
287	ISW-_E_00001_SE_01_T_04_DF_01	w176	wann	wann	wann	NONE
288	ISW-_E_00001_SE_01_T_04_DF_01	w177	wir	wir	wir	NONE
289	ISW-_E_00001_SE_01_T_04_DF_01	w178	Hebräisch	Hebräisch	hebräisch	B-LAN
290	ISW-_E_00001_SE_01_T_04_DF_01	w179	le	le	le	NONE
291	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
292	ISW-_E_00001_SE_01_T_04_DF_01	w180	reden	reden	reden	NONE
293	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
294	ISW-_E_00001_SE_01_T_04_DF_01	w181	und	und	und	NONE
295	ISW-_E_00001_SE_01_T_04_DF_01	w182	wann	wann	wann	NONE
296	ISW-_E_00001_SE_01_T_04_DF_01	w183	wir	wir	wir	NONE
297	ISW-_E_00001_SE_01_T_04_DF_01	w184	Deutsch	Deutsch	deutsch	B-LAN
298	ISW-_E_00001_SE_01_T_04_DF_01	w185	reden	reden	reden	NONE
299	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
300	ISW-_E_00001_SE_01_T_04_DF_01	(--)	NONE	NONE	NONE	NONE
301	ISW-_E_00001_SE_01_T_04_DF_01	w186	Wir	Wir	wir	NONE
302	ISW-_E_00001_SE_01_T_04_DF_01	w187	reden	reden	reden	NONE
303	ISW-_E_00001_SE_01_T_04_DF_01	w188	jetzt	jetzt	jetzt	B-TIME
304	ISW-_E_00001_SE_01_T_04_DF_01	w189	etwas	etwas	etwas	NONE
305	ISW-_E_00001_SE_01_T_04_DF_01	w190	mehr	mehr	mehr	NONE
306	ISW-_E_00001_SE_01_T_04_DF_01	w191	Deutsch	Deutsch	deutsch	B-LAN
307	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
308	ISW-_E_00001_SE_01_T_04_DF_01	w192	seit	seit	seit	NONE
309	ISW-_E_00001_SE_01_T_04_DF_01	w193	die	die	die	NONE
310	ISW-_E_00001_SE_01_T_04_DF_01	w194	Kabeln	Kabeln	Kabel	NONE
311	ISW-_E_00001_SE_01_T_04_DF_01	w195	sind	sind	sein	NONE
312	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
313	ISW-_E_00001_SE_01_T_04_DF_01	(3)	NONE	NONE	NONE	NONE
314	ISW-_E_00001_SE_01_T_04_DF_01	w196	Wirklich	Wirklich	wirklich	NONE
315	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
316	ISW-_E_00001_SE_01_T_04_DF_01	w197	Denn	Denn	denn	NONE
317	ISW-_E_00001_SE_01_T_04_DF_01	(--)	NONE	NONE	NONE	NONE
318	ISW-_E_00001_SE_01_T_04_DF_01	w198	ich	ich	ich	NONE
319	ISW-_E_00001_SE_01_T_04_DF_01	w199	würde	würde	werden	NONE
320	ISW-_E_00001_SE_01_T_04_DF_01	w200	sagen	sagen	sagen	NONE
321	ISW-_E_00001_SE_01_T_04_DF_01	w201	s	s	s	NONE
322	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
323	ISW-_E_00001_SE_01_T_04_DF_01	w202	vor	vor	vor	NONE
324	ISW-_E_00001_SE_01_T_04_DF_01	w203	den	den	die	NONE
325	ISW-_E_00001_SE_01_T_04_DF_01	w204	Kabeln	Kabeln	Kabel	NONE
326	ISW-_E_00001_SE_01_T_04_DF_01	w205	äh	äh	äh	NONE
327	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
328	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
329	ISW-_E_00001_SE_01_T_04_DF_01	w206	die	die	die	NONE
330	ISW-_E_00001_SE_01_T_04_DF_01	w207	Kabeln	Kabeln	Kabel	NONE
331	ISW-_E_00001_SE_01_T_04_DF_01	w208	haben	haben	haben	NONE
332	ISW-_E_00001_SE_01_T_04_DF_01	w209	irgendwie	irgendwie	irgendwie	NONE
333	ISW-_E_00001_SE_01_T_04_DF_01	w210	einen	einen	eine	NONE
334	ISW-_E_00001_SE_01_T_04_DF_01	w211	Einfluss	Einfluss	Einfluss	NONE
335	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
336	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
337	ISW-_E_00001_SE_01_T_04_DF_01	w212	Na	Na	na	NONE
338	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
339	ISW-_E_00001_SE_01_T_04_DF_01	w213	ich	ich	ich	NONE
340	ISW-_E_00001_SE_01_T_04_DF_01	w214	sitz	sitz	sitzen	NONE
341	ISW-_E_00001_SE_01_T_04_DF_01	w215	nicht	nicht	nicht	NONE
342	ISW-_E_00001_SE_01_T_04_DF_01	w216	den	den	die	NONE
343	ISW-_E_00001_SE_01_T_04_DF_01	w217	ganzen	ganzen	ganz	NONE
344	ISW-_E_00001_SE_01_T_04_DF_01	w218	Tag	Tag	Tag	NONE
345	ISW-_E_00001_SE_01_T_04_DF_01	w219	bei	bei	bei	NONE
346	ISW-_E_00001_SE_01_T_04_DF_01	w220	dem	dem	die	NONE
347	ISW-_E_00001_SE_01_T_04_DF_01	w221	Dingsda	Dingsda	Dingsda	NONE
348	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
349	ISW-_E_00001_SE_01_T_04_DF_01	w222	aber	aber	aber	NONE
350	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
351	ISW-_E_00001_SE_01_T_04_DF_01	w223	aber	aber	aber	NONE
352	ISW-_E_00001_SE_01_T_04_DF_01	w224	es	es	es	NONE
353	ISW-_E_00001_SE_01_T_04_DF_01	w225	hat	hat	haben	NONE
354	ISW-_E_00001_SE_01_T_04_DF_01	w226	einen	einen	eine	NONE
355	ISW-_E_00001_SE_01_T_04_DF_01	w227	Einfluss	Einfluss	Einfluss	NONE
356	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
357	ISW-_E_00001_SE_01_T_04_DF_01	w228	Wissen	Wissen	wissen	NONE
358	ISW-_E_00001_SE_01_T_04_DF_01	w229	Sie	Sie	Sie	NONE
359	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
360	ISW-_E_00001_SE_01_T_04_DF_01	w230	dass	dass	dass	NONE
361	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
362	ISW-_E_00001_SE_01_T_04_DF_01	w231	ich	ich	ich	NONE
363	ISW-_E_00001_SE_01_T_04_DF_01	w232	seh	seh	seh	NONE
364	ISW-_E_00001_SE_01_T_04_DF_01	w233	etwas	etwas	etwas	NONE
365	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
366	ISW-_E_00001_SE_01_T_04_DF_01	w234	das	das	die	NONE
367	ISW-_E_00001_SE_01_T_04_DF_01	w235	man	man	man	NONE
368	ISW-_E_00001_SE_01_T_04_DF_01	w236	niemand	niemand	niemand	NONE
369	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
370	ISW-_E_00001_SE_01_T_04_DF_01	w237	keinem	keinem	keine	NONE
371	ISW-_E_00001_SE_01_T_04_DF_01	w238	Österreicher	Österreicher	Österreicher	B-NRP
372	ISW-_E_00001_SE_01_T_04_DF_01	w239	erzählen	erzählen	erzählen	NONE
373	ISW-_E_00001_SE_01_T_04_DF_01	w240	darf	darf	dürfen	NONE
374	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
375	ISW-_E_00001_SE_01_T_04_DF_01	w241	dass	dass	dass	NONE
376	ISW-_E_00001_SE_01_T_04_DF_01	w242	man	man	man	NONE
377	ISW-_E_00001_SE_01_T_04_DF_01	w243	das	das	die	NONE
378	ISW-_E_00001_SE_01_T_04_DF_01	w244	sieht	sieht	sehen	NONE
379	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
380	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
381	ISW-_E_00001_SE_01_T_04_DF_01	w245	Das	Das	die	NONE
382	ISW-_E_00001_SE_01_T_04_DF_01	w246	ist	ist	sein	NONE
383	ISW-_E_00001_SE_01_T_04_DF_01	w247	Kaisermühlen	Kaisermühlen	Kaisermühlen	B-GPE
384	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
385	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
386	ISW-_E_00001_SE_01_T_04_DF_01	REST	NONE	NONE	NONE	NONE
387	ISW-_E_00001_SE_01_T_04_DF_01	(	NONE	NONE	NONE	NONE
388	ISW-_E_00001_SE_01_T_04_DF_01	w248	LACHEN	LACHEN	lachen	NONE
389	ISW-_E_00001_SE_01_T_04_DF_01	)	NONE	NONE	NONE	NONE
390	ISW-_E_00001_SE_01_T_04_DF_01	w249	Mhm	Mhm	Mhm	NONE
391	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
392	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
393	ISW-_E_00001_SE_01_T_04_DF_01	MA	NONE	NONE	NONE	NONE
394	ISW-_E_00001_SE_01_T_04_DF_01	w250	Aber	Aber	aber	NONE
395	ISW-_E_00001_SE_01_T_04_DF_01	w251	ich	ich	ich	NONE
396	ISW-_E_00001_SE_01_T_04_DF_01	w252	lach	lach	lachen	NONE
397	ISW-_E_00001_SE_01_T_04_DF_01	w253	darüber	darüber	darüber	NONE
398	ISW-_E_00001_SE_01_T_04_DF_01	w254	auch	auch	auch	NONE
399	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
400	ISW-_E_00001_SE_01_T_04_DF_01	(--)	NONE	NONE	NONE	NONE
401	ISW-_E_00001_SE_01_T_04_DF_01	w255	Der	Der	die	NONE
402	ISW-_E_00001_SE_01_T_04_DF_01	w256	a	a	a	NONE
403	ISW-_E_00001_SE_01_T_04_DF_01	w257	ä	ä	ä	NONE
404	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
405	ISW-_E_00001_SE_01_T_04_DF_01	w258	Das	Das	die	NONE
406	ISW-_E_00001_SE_01_T_04_DF_01	w259	Wienerische	Wienerische	Wienerische	B-LAN
407	ISW-_E_00001_SE_01_T_04_DF_01	w260	wird	wird	werden	NONE
408	ISW-_E_00001_SE_01_T_04_DF_01	w261	mir	mir	ich	NONE
409	ISW-_E_00001_SE_01_T_04_DF_01	w262	komplett	komplett	komplett	NONE
410	ISW-_E_00001_SE_01_T_04_DF_01	w263	aufgefrischt	aufgefrischt	auffrischen	NONE
411	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
412	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
413	ISW-_E_00001_SE_01_T_04_DF_01	w264	Durch	Durch	durch	NONE
414	ISW-_E_00001_SE_01_T_04_DF_01	w265	dieses	dieses	dies	NONE
415	ISW-_E_00001_SE_01_T_04_DF_01	w266	blöd	blöd	blöd	NONE
416	ISW-_E_00001_SE_01_T_04_DF_01	/	NONE	NONE	NONE	NONE
417	ISW-_E_00001_SE_01_T_04_DF_01	(-)	NONE	NONE	NONE	NONE
418	ISW-_E_00001_SE_01_T_04_DF_01	w267	sinnige	sinnige	sinnig	NONE
419	ISW-_E_00001_SE_01_T_04_DF_01	w268	Spiel	Spiel	Spiel	NONE
420	ISW-_E_00001_SE_01_T_04_DF_01	w269	da	da	da	NONE
421	ISW-_E_00001_SE_01_T_04_DF_01	,	NONE	NONE	NONE	NONE
422	ISW-_E_00001_SE_01_T_04_DF_01	w270	in	in	in	NONE
423	ISW-_E_00001_SE_01_T_04_DF_01	w271	Kaisermühlen	Kaisermühlen	Kaisermühlen	B-GPE
424	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
425	ISW-_E_00001_SE_01_T_04_DF_01	(--)	NONE	NONE	NONE	NONE
426	ISW-_E_00001_SE_01_T_04_DF_01	w272	Sie	Sie	Sie	NONE
427	ISW-_E_00001_SE_01_T_04_DF_01	w273	können	können	können	NONE
428	ISW-_E_00001_SE_01_T_04_DF_01	w274	Kaisermühlen	Kaisermühlen	Kaisermühlen	B-GPE
429	ISW-_E_00001_SE_01_T_04_DF_01	w275	verstehen	verstehen	verstehen	NONE
430	ISW-_E_00001_SE_01_T_04_DF_01	?	NONE	NONE	NONE	NONE
431	ISW-_E_00001_SE_01_T_04_DF_01	w276	Sie	Sie	Sie	NONE
432	ISW-_E_00001_SE_01_T_04_DF_01	w277	kennens	kennens	kennens	NONE
433	ISW-_E_00001_SE_01_T_04_DF_01	w278	gar	gar	gar	NONE
434	ISW-_E_00001_SE_01_T_04_DF_01	w279	nicht	nicht	nicht	NONE
435	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
436	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
437	ISW-_E_00001_SE_01_T_04_DF_01	IR	NONE	NONE	NONE	NONE
438	ISW-_E_00001_SE_01_T_04_DF_01	w280	Ja	Ja	ja	NONE
439	ISW-_E_00001_SE_01_T_04_DF_01	.	NONE	NONE	NONE	NONE
440	ISW-_E_00001_SE_01_T_04_DF_01	NONE	NONE	NONE	NONE	NONE
